../vnnlib/mnist/0037/mnist_0_local_property.vnnlib,../networks/mnist/fnn4.onnx,ibp
../vnnlib/mnist/0037/mnist_1_local_property.vnnlib,../networks/mnist/fnn4.onnx,ibp
../vnnlib/mnist/0037/mnist_2_local_property.vnnlib,../networks/mnist/fnn4.onnx,ibp
../vnnlib/mnist/0037/mnist_3_local_property.vnnlib,../networks/mnist/fnn4.onnx,ibp
../vnnlib/mnist/0037/mnist_4_local_property.vnnlib,../networks/mnist/fnn4.onnx,ibp
../vnnlib/mnist/0037/mnist_5_local_property.vnnlib,../networks/mnist/fnn4.onnx,ibp
../vnnlib/mnist/0037/mnist_6_local_property.vnnlib,../networks/mnist/fnn4.onnx,ibp
../vnnlib/mnist/0037/mnist_7_local_property.vnnlib,../networks/mnist/fnn4.onnx,ibp
../vnnlib/mnist/0037/mnist_8_local_property.vnnlib,../networks/mnist/fnn4.onnx,ibp
../vnnlib/mnist/0037/mnist_9_local_property.vnnlib,../networks/mnist/fnn4.onnx,ibp
../vnnlib/mnist/0037/mnist_10_local_property.vnnlib,../networks/mnist/fnn4.onnx,ibp
../vnnlib/mnist/0037/mnist_11_local_property.vnnlib,../networks/mnist/fnn4.onnx,ibp
../vnnlib/mnist/0037/mnist_12_local_property.vnnlib,../networks/mnist/fnn4.onnx,ibp
../vnnlib/mnist/0037/mnist_13_local_property.vnnlib,../networks/mnist/fnn4.onnx,ibp
../vnnlib/mnist/0037/mnist_14_local_property.vnnlib,../networks/mnist/fnn4.onnx,ibp
../vnnlib/mnist/0037/mnist_15_local_property.vnnlib,../networks/mnist/fnn4.onnx,ibp
../vnnlib/mnist/0037/mnist_16_local_property.vnnlib,../networks/mnist/fnn4.onnx,ibp
../vnnlib/mnist/0037/mnist_17_local_property.vnnlib,../networks/mnist/fnn4.onnx,ibp
../vnnlib/mnist/0037/mnist_18_local_property.vnnlib,../networks/mnist/fnn4.onnx,ibp
../vnnlib/mnist/0037/mnist_19_local_property.vnnlib,../networks/mnist/fnn4.onnx,ibp
../vnnlib/mnist/0037/mnist_20_local_property.vnnlib,../networks/mnist/fnn4.onnx,ibp
